"BU_DESC__c","BU_ID__c","Code_Indexing__c","COUNTRY_ID__c","COUNTRY__c","GM_DESC__c","GM_ID__c","Id","MARKET_DESC__c","MARKET_ID__c","Name","OwnerId","Product_Id__c","Product_Name__c","RHMS_Vertical_Id__c","SBU1_DESC__c","SBU1_ID__c","SBU2_DESC__c","SBU2_ID__c","STATE_ID__c","SUBVERTICAL_DESC__c","SUBVERTICAL_ID__c","VERTICAL_DESC__c","VERTICAL_ID__c"
"","","INTERNAL||19132","","","","","a0h0q000004KkHwAAK","","","Internal|Innovation","0050q0000036HRvAAM","","","80","","","","","","Innovation","19132","Internal","INTERNAL"
"","","INTERNAL||19133","","","","","a0h0q000004KkHxAAK","","","Internal|Outreach","0050q0000036HRvAAM","","","80","","","","","","Outreach","19133","Internal","INTERNAL"
"","","INTERNAL||19134","","","","","a0h0q000004KkHyAAK","","","Internal|GIS","0050q0000036HRvAAM","","","80","","","","","","GIS","19134","Internal","INTERNAL"
"","","INTERNAL||19135","","","","","a0h0q000004KkHzAAK","","","Internal|M&A","0050q0000036HRvAAM","","","80","","","","","","M&A","19135","Internal","INTERNAL"
"","","INTERNAL||19136","","","","","a0h0q000004KkI0AAK","","","Internal|Cognizant Capital","0050q0000036HRvAAM","","","80","","","","","","Cognizant Capital","19136","Internal","INTERNAL"
"","","INTERNAL||19137","","","","","a0h0q000004KkI1AAK","","","Internal|Cognizant Cloud","0050q0000036HRvAAM","","","80","","","","","","Cognizant Cloud","19137","Internal","INTERNAL"
"","","INTERNAL||19138","","","","","a0h0q000004KkI2AAK","","","Internal|Infra Team","0050q0000036HRvAAM","","","80","","","","","","Infra Team","19138","Internal","INTERNAL"
"","","INTERNAL||19139","","","","","a0h0q000004KkI3AAK","","","Internal|Others","0050q0000036HRvAAM","","","80","","","","","","Others","19139","Internal","INTERNAL"
"","","INTERNAL||19140","","","","","a0h0q000004KkI4AAK","","","Internal|CDB-IoT","0050q0000036HRvAAM","","","80","","","","","","CDB-IoT","19140","Internal","INTERNAL"
"","","INTERNAL||19141","","","","","a0h0q000004KkI5AAK","","","Internal|Tech Services Management","0050q0000036HRvAAM","","","80","","","","","","Tech Services Management","19141","Internal","INTERNAL"
"","","INTERNAL||19142","","","","","a0h0q000004KkI6AAK","","","Internal|Cognizant Mobility","0050q0000036HRvAAM","","","80","","","","","","Cognizant Mobility","19142","Internal","INTERNAL"
"","","INTERNAL||19143","","","","","a0h0q000004KkI7AAK","","","Internal|Content Management & Portals","0050q0000036HRvAAM","","","80","","","","","","Content Management & Portals","19143","Internal","INTERNAL"
"","","INTERNAL||19144","","","","","a0h0q000004KkI8AAK","","","Internal|CSP Testing","0050q0000036HRvAAM","","","80","","","","","","CSP Testing","19144","Internal","INTERNAL"
"","","INTERNAL||19145","","","","","a0h0q000004KkI9AAK","","","Internal|DA COE","0050q0000036HRvAAM","","","80","","","","","","DA COE","19145","Internal","INTERNAL"
"","","INTERNAL||19146","","","","","a0h0q000004KkIAAA0","","","Internal|Cognizant Security","0050q0000036HRvAAM","","","80","","","","","","Cognizant Security","19146","Internal","INTERNAL"
"","","INTERNAL||19147","","","","","a0h0q000004KkIBAA0","","","Internal|BPI","0050q0000036HRvAAM","","","80","","","","","","BPI","19147","Internal","INTERNAL"
"","","INTERNAL||19148","","","","","a0h0q000004KkICAA0","","","Internal|Cognizant Analytics","0050q0000036HRvAAM","","","80","","","","","","Cognizant Analytics","19148","Internal","INTERNAL"
"","","INTERNAL||19149","","","","","a0h0q000004KkIDAA0","","","Internal|Japan Business Group","0050q0000036HRvAAM","","","80","","","","","","Japan Business Group","19149","Internal","INTERNAL"
"","","INTERNAL||19150","","","","","a0h0q000004KkIEAA0","","","Internal|OSP Testing","0050q0000036HRvAAM","","","80","","","","","","OSP Testing","19150","Internal","INTERNAL"
"","","INTERNAL||19151","","","","","a0h0q000004KkIFAA0","","","Internal|Program Management Consulting","0050q0000036HRvAAM","","","80","","","","","","Program Management Consulting","19151","Internal","INTERNAL"
"","","INTERNAL||19152","","","","","a0h0q000004KkIGAA0","","","Internal|Process Quality Consultancy","0050q0000036HRvAAM","","","80","","","","","","Process Quality Consultancy","19152","Internal","INTERNAL"
"","","INTERNAL||19153","","","","","a0h0q000004KkIHAA0","","","Internal|SAP DWBI","0050q0000036HRvAAM","","","80","","","","","","SAP DWBI","19153","Internal","INTERNAL"
"","","INTERNAL||19154","","","","","a0h0q000004KkIIAA0","","","Internal|SAP Testing","0050q0000036HRvAAM","","","80","","","","","","SAP Testing","19154","Internal","INTERNAL"
"","","INTERNAL||19155","","","","","a0h0q000004KkIJAA0","","","Internal|Content & Design service","0050q0000036HRvAAM","","","80","","","","","","Content & Design service","19155","Internal","INTERNAL"
"","","INTERNAL||19156","","","","","a0h0q000004KkIKAA0","","","Internal|BPaaS Solutions & consulting","0050q0000036HRvAAM","","","80","","","","","","BPaaS Solutions & consulting","19156","Internal","INTERNAL"
"","","INTERNAL||19157","","","","","a0h0q000004KkILAA0","","","Internal|BPS Structured Deals","0050q0000036HRvAAM","","","80","","","","","","BPS Structured Deals","19157","Internal","INTERNAL"
"","","INTERNAL||19158","","","","","a0h0q000004KkIMAA0","","","Internal|EAS","0050q0000036HRvAAM","","","80","","","","","","EAS","19158","Internal","INTERNAL"
"","","INTERNAL||19159","","","","","a0h0q000004KkINAA0","","","Internal|SMAC","0050q0000036HRvAAM","","","80","","","","","","SMAC","19159","Internal","INTERNAL"
"","","INTERNAL||19160","","","","","a0h0q000004KkIOAA0","","","Internal|Cognizant Social","0050q0000036HRvAAM","","","80","","","","","","Cognizant Social","19160","Internal","INTERNAL"
"","","INTERNAL||19161","","","","","a0h0q000004KkIPAA0","","","Internal|Cognizant Cloud Initiative","0050q0000036HRvAAM","","","80","","","","","","Cognizant Cloud Initiative","19161","Internal","INTERNAL"
"","","INTERNAL||19162","","","","","a0h0q000004KkIQAA0","","","Internal|EAS Testing","0050q0000036HRvAAM","","","80","","","","","","EAS Testing","19162","Internal","INTERNAL"
"","","INTERNAL||21013","","","","","a0h0q000004KkIRAA0","","","Internal|C1","0050q0000036HRvAAM","","","80","","","","","","C1","21013","Internal","INTERNAL"
"","","INTERNAL||21017","","","","","a0h0q000004KkISAA0","","","Internal|Emerging Business Accelerators","0050q0000036HRvAAM","","","80","","","","","","Emerging Business Accelerators","21017","Internal","INTERNAL"
"","","INTERNAL||21025","","","","","a0h0q000004KkITAA0","","","Internal|CBC Global Leadership","0050q0000036HRvAAM","","","80","","","","","","CBC Global Leadership","21025","Internal","INTERNAL"
"","","INTERNAL||21033","","","","","a0h0q000004KkIUAA0","","","Internal|ASP Manangment","0050q0000036HRvAAM","","","80","","","","","","ASP Manangment","21033","Internal","INTERNAL"
"","","INTERNAL||21068","","","","","a0h0q000004KkIVAA0","","","Internal|Cognizant Digital","0050q0000036HRvAAM","","","80","","","","","","Cognizant Digital","21068","Internal","INTERNAL"
"","","INTERNAL||21069","","","","","a0h0q000004KkIWAA0","","","Internal|EAS BPM","0050q0000036HRvAAM","","","80","","","","","","EAS BPM","21069","Internal","INTERNAL"
"","","INTERNAL||21070","","","","","a0h0q000004KkIXAA0","","","Internal|EAS Solutions Consulting","0050q0000036HRvAAM","","","80","","","","","","EAS Solutions Consulting","21070","Internal","INTERNAL"
"","","INTERNAL||21071","","","","","a0h0q000004KkIYAA0","","","Internal|EAS New Growth Platforms","0050q0000036HRvAAM","","","80","","","","","","EAS New Growth Platforms","21071","Internal","INTERNAL"
"","","INTERNAL||21100","","","","","a0h0q000004KkIZAA0","","","Internal|Cognizant Digital Business","0050q0000036HRvAAM","","","80","","","","","","Cognizant Digital Business","21100","Internal","INTERNAL"
"","","INTERNAL||21101","","","","","a0h0q000004KkIaAAK","","","Internal|CDB - Interactive","0050q0000036HRvAAM","","","80","","","","","","CDB - Interactive","21101","Internal","INTERNAL"
"","","INTERNAL||21102","","","","","a0h0q000004KkIbAAK","","","Internal|ASP Management","0050q0000036HRvAAM","","","80","","","","","","ASP Management","21102","Internal","INTERNAL"
"","","INTERNAL||21109","","","","","a0h0q000004KkIcAAK","","","Internal|Agile CoE","0050q0000036HRvAAM","","","80","","","","","","Agile CoE","21109","Internal","INTERNAL"
"","","INTERNAL||21110","","","","","a0h0q000004KkIdAAK","","","Internal|Dev Ops","0050q0000036HRvAAM","","","80","","","","","","Dev Ops","21110","Internal","INTERNAL"
"","","INTERNAL||21111","","","","","a0h0q000004KkIeAAK","","","Internal|EAS Oracle Kbace","0050q0000036HRvAAM","","","80","","","","","","EAS Oracle Kbace","21111","Internal","INTERNAL"
"","","INTERNAL||21112","","","","","a0h0q000004KkIfAAK","","","Internal|EBA ventures","0050q0000036HRvAAM","","","80","","","","","","EBA ventures","21112","Internal","INTERNAL"
"","","INTERNAL||21120","","","","","a0h0q000004KkIgAAK","","","Internal|KBACE CF","0050q0000036HRvAAM","","","80","","","","","","KBACE CF","21120","Internal","INTERNAL"
"","","INTERNAL||21130","","","","","a0h0q000004KkIhAAK","","","Internal|AVM","0050q0000036HRvAAM","","","80","","","","","","AVM","21130","Internal","INTERNAL"
"","","INTERNAL||21132","","","","","a0h0q000004KkIiAAK","","","Internal|EAS Sales Force","0050q0000036HRvAAM","","","80","","","","","","EAS Sales Force","21132","Internal","INTERNAL"
"","","INTERNAL||21133","","","","","a0h0q000004KkIjAAK","","","Internal|HC Product Consulting","0050q0000036HRvAAM","","","80","","","","","","HC Product Consulting","21133","Internal","INTERNAL"
"","","INTERNAL||21134","","","","","a0h0q000004KkIkAAK","","","Internal|CTS TZ Product Sales","0050q0000036HRvAAM","","","80","","","","","","CTS TZ Product Sales","21134","Internal","INTERNAL"
"","","INTERNAL||21135","","","","","a0h0q000004KkIlAAK","","","Internal|CTS TZ Healthcare Product Grp","0050q0000036HRvAAM","","","80","","","","","","CTS TZ Healthcare Product Grp","21135","Internal","INTERNAL"
"","","INTERNAL||21136","","","","","a0h0q000004KkImAAK","","","Internal|CTS TZ RCM SOLUTIONS","0050q0000036HRvAAM","","","80","","","","","","CTS TZ RCM SOLUTIONS","21136","Internal","INTERNAL"
"","","INTERNAL||21137","","","","","a0h0q000004KkInAAK","","","Internal|CTS TZ HC Strategy & Marketing","0050q0000036HRvAAM","","","80","","","","","","CTS TZ HC Strategy & Marketing","21137","Internal","INTERNAL"
"","","INTERNAL||21138","","","","","a0h0q000004KkIoAAK","","","Internal|CTS TZ Healthcare Dev Group","0050q0000036HRvAAM","","","80","","","","","","CTS TZ Healthcare Dev Group","21138","Internal","INTERNAL"
"","","INTERNAL||21148","","","","","a0h0q000004KkIpAAK","","","Internal|DST","0050q0000036HRvAAM","","","80","","","","","","DST","21148","Internal","INTERNAL"
"","","INTERNAL||21149","","","","","a0h0q000004KkIqAAK","","","Internal|PACE","0050q0000036HRvAAM","","","80","","","","","","PACE","21149","Internal","INTERNAL"
"","","INTERNAL||21174","","","","","a0h0q000004KkIrAAK","","","Internal|CDE","0050q0000036HRvAAM","","","80","","","","","","CDE","21174","Internal","INTERNAL"
"","","INTERNAL||21180","","","","","a0h0q000004KkIsAAK","","","Internal|EAS Supply Chain Management","0050q0000036HRvAAM","","","80","","","","","","EAS Supply Chain Management","21180","Internal","INTERNAL"
"","","INTERNAL||21182","","","","","a0h0q000004KkItAAK","","","Internal|LATAM","0050q0000036HRvAAM","","","80","","","","","","LATAM","21182","Internal","INTERNAL"
"","","INTERNAL||21183","","","","","a0h0q000004KkIuAAK","","","Internal|CDB Digital Strategy","0050q0000036HRvAAM","","","80","","","","","","CDB Digital Strategy","21183","Internal","INTERNAL"
"","","INTERNAL||21196","","","","","a0h0q000004KkIvAAK","","","Internal|Contract Lifecycle & Risk Mgmt","0050q0000036HRvAAM","","","80","","","","","","Contract Lifecycle & Risk Mgmt","21196","Internal","INTERNAL"
"","","INTERNAL||21197","","","","","a0h0q000004KkIwAAK","","","Internal|DST Tech Office EITA","0050q0000036HRvAAM","","","80","","","","","","DST Tech Office EITA","21197","Internal","INTERNAL"
"","","GVTSECTOR||21001","","","","","a0h0q000004KkIxAAK","","","Government & Public Sector|Government & Public Sector","0050q0000036HRvAAM","","","88","","","","","","Government & Public Sector","21001","Government & Public Sector","GVTSECTOR"
"","","T&H||21121","","","","","a0h0q000004KkIyAAK","","","Travel & Hospitality|T&H Internal","0050q0000036HRvAAM","","","98","","","","","","T&H Internal","21121","Travel & Hospitality","T&H"
"","","T&H||21124","","","","","a0h0q000004KkIzAAK","","","Travel & Hospitality|T&H","0050q0000036HRvAAM","","","98","","","","","","T&H","21124","Travel & Hospitality","T&H"
"CONSUMER GOODS - UK","101","10||101||169","","","UK","10","a0h0q000004KkJ0AAK","","","UK|CONSUMER GOODS - UK|CGS-UK","0050q0000036HRvAAM","","","","CGS-UK","169","","","","","","",""
"CONSUMER GOODS - UK","101","10||101||239","","","UK","10","a0h0q000004KkJ1AAK","","","UK|CONSUMER GOODS - UK|PIPC....","0050q0000036HRvAAM","","","","PIPC....","239","","","","","","",""
"TECHNOLOGY - UK","103","10||103||238","","","UK","10","a0h0q000004KkJ2AAK","","","UK|TECHNOLOGY - UK|PIPC_","0050q0000036HRvAAM","","","","PIPC_","238","","","","","","",""
"TECHNOLOGY - UK","103","10||103||251","","","UK","10","a0h0q000004KkJ3AAK","","","UK|TECHNOLOGY - UK|ONLINE SERVICES","0050q0000036HRvAAM","","","","ONLINE SERVICES","251","","","","","","",""
"TECHNOLOGY - UK","103","10||103||252","","","UK","10","a0h0q000004KkJ4AAK","","","UK|TECHNOLOGY - UK|ISV","0050q0000036HRvAAM","","","","ISV","252","","","","","","",""
"TECHNOLOGY - UK","103","10||103||276","","","UK","10","a0h0q000004KkJ5AAK","","","UK|TECHNOLOGY - UK|HI TECH","0050q0000036HRvAAM","","","","HI TECH","276","","","","","","",""
"TECHNOLOGY - UK","103","10||103||527","","","UK","10","a0h0q000004KkJ6AAK","","","UK|TECHNOLOGY - UK|Not Defined","0050q0000036HRvAAM","","","","Not Defined","527","","","","","","",""
"TECHNOLOGY - UK","103","10||103||528","","","UK","10","a0h0q000004KkJ7AAK","","","UK|TECHNOLOGY - UK|UK","0050q0000036HRvAAM","","","","UK","528","","","","","","",""
"TECHNOLOGY - UK","103","10||103||529","","","UK","10","a0h0q000004KkJ8AAK","","","UK|TECHNOLOGY - UK|Internet & Software","0050q0000036HRvAAM","","","","Internet & Software","529","","","","","","",""
"TECHNOLOGY - UK","103","10||103||530","","","UK","10","a0h0q000004KkJ9AAK","","","UK|TECHNOLOGY - UK|Info Services","0050q0000036HRvAAM","","","","Info Services","530","","","","","","",""
"TECHNOLOGY - UK","103","10||103||531","","","UK","10","a0h0q000004KkJAAA0","","","UK|TECHNOLOGY - UK|Google","0050q0000036HRvAAM","","","","Google","531","","","","","","",""
"TECHNOLOGY - UK","103","10||103||542","","","UK","10","a0h0q000004KkJBAA0","","","UK|TECHNOLOGY - UK|RE GROUP","0050q0000036HRvAAM","","","","RE GROUP","542","","","","","","",""
"CommsMedia-UK","105","10||105||183","","","UK","10","a0h0q000004KkJCAA0","","","UK|CommsMedia-UK|Publishing & Advertising","0050q0000036HRvAAM","","","","Publishing & Advertising","183","","","","","","",""
"CommsMedia-UK","105","10||105||184","","","UK","10","a0h0q000004KkJDAA0","","","UK|CommsMedia-UK|UK Global Accounts & Education","0050q0000036HRvAAM","","","","UK Global Accounts & Education","184","","","","","","",""
"CommsMedia-UK","105","10||105||229","","","UK","10","a0h0q000004KkJEAA0","","","UK|CommsMedia-UK|PIPC..-","0050q0000036HRvAAM","","","","PIPC..-","229","","","","","","",""
"CommsMedia-UK","105","10||105||315","","","UK","10","a0h0q000004KkJFAA0","","","UK|CommsMedia-UK|IME","0050q0000036HRvAAM","","","","IME","315","","","","","","",""
"CommsMedia-UK","105","10||105||350","","","UK","10","a0h0q000004KkJGAA0","","","UK|CommsMedia-UK|PEARSON-UK","0050q0000036HRvAAM","","","","PEARSON-UK","350","","","","","","",""
"CommsMedia-UK","105","10||105||373","","","UK","10","a0h0q000004KkJHAA0","","","UK|CommsMedia-UK|D&B-UK","0050q0000036HRvAAM","","","","D&B-UK","373","","","","","","",""
"CommsMedia-UK","105","10||105||374","","","UK","10","a0h0q000004KkJIAA0","","","UK|CommsMedia-UK|RE GROUP-UK","0050q0000036HRvAAM","","","","RE GROUP-UK","374","","","","","","",""
"CommsMedia-UK","105","10||105||413","","","UK","10","a0h0q000004KkJJAA0","","","UK|CommsMedia-UK|UK","0050q0000036HRvAAM","","","","UK","413","","","","","","",""
"CommsMedia-UK","105","10||105||583","","","UK","10","a0h0q000004KkJKAA0","","","UK|CommsMedia-UK|BROADCASTING-UK","0050q0000036HRvAAM","","","","BROADCASTING-UK","583","","","","","","",""
"CommsMedia-UK","105","10||105||584","","","UK","10","a0h0q000004KkJLAA0","","","UK|CommsMedia-UK|EDUCATION-UK","0050q0000036HRvAAM","","","","EDUCATION-UK","584","","","","","","",""
"CommsMedia-UK","105","10||105||585","","","UK","10","a0h0q000004KkJMAA0","","","UK|CommsMedia-UK|LEGAL SERVICES-UK","0050q0000036HRvAAM","","","","LEGAL SERVICES-UK","585","","","","","","",""
"CommsMedia-UK","105","10||105||586","","","UK","10","a0h0q000004KkJNAA0","","","UK|CommsMedia-UK|MARKETING AND ADVERTISING-UK","0050q0000036HRvAAM","","","","MARKETING AND ADVERTISING-UK","586","","","","","","",""
"CommsMedia-UK","105","10||105||587","","","UK","10","a0h0q000004KkJOAA0","","","UK|CommsMedia-UK|AUCTIONS-UK","0050q0000036HRvAAM","","","","AUCTIONS-UK","587","","","","","","",""
"CommsMedia-UK","105","10||105||588","","","UK","10","a0h0q000004KkJPAA0","","","UK|CommsMedia-UK|GAMING & SPORTS-UK","0050q0000036HRvAAM","","","","GAMING & SPORTS-UK","588","","","","","","",""
"CommsMedia-UK","105","10||105||589","","","UK","10","a0h0q000004KkJQAA0","","","UK|CommsMedia-UK|PUBLISHING-UK","0050q0000036HRvAAM","","","","PUBLISHING-UK","589","","","","","","",""
"CommsMedia-UK","105","10||105||590","","","UK","10","a0h0q000004KkJRAA0","","","UK|CommsMedia-UK|EXHIBITIONS-UK","0050q0000036HRvAAM","","","","EXHIBITIONS-UK","590","","","","","","",""
"CommsMedia-UK","105","10||105||591","","","UK","10","a0h0q000004KkJSAA0","","","UK|CommsMedia-UK|INFO SERVICES-UK","0050q0000036HRvAAM","","","","INFO SERVICES-UK","591","","","","","","",""
"CommsMedia-UK","105","10||105||592","","","UK","10","a0h0q000004KkJTAA0","","","UK|CommsMedia-UK|PUBLIC RELATIONS AND COMM-UK","0050q0000036HRvAAM","","","","PUBLIC RELATIONS AND COMM-UK","592","","","","","","",""
"CommsMedia-UK","105","10||105||594","","","UK","10","a0h0q000004KkJUAA0","","","UK|CommsMedia-UK|COMMUNICATIONS-UK","0050q0000036HRvAAM","","","","COMMUNICATIONS-UK","594","","","","","","",""
"CommsMedia-UK","105","10||105||93","","","UK","10","a0h0q000004KkJVAA0","","","UK|CommsMedia-UK|Broadcasting & Information Services","0050q0000036HRvAAM","","","","Broadcasting & Information Services","93","","","","","","",""
"RCG-UK","107","10||107||170","","","UK","10","a0h0q000004KkJWAA0","","","UK|RCG-UK|RCG UK","0050q0000036HRvAAM","","","","RCG UK","170","","","","","","",""
"RCG-UK","107","10||107||171","","","UK","10","a0h0q000004KkJXAA0","","","UK|RCG-UK|T&H UK","0050q0000036HRvAAM","","","","T&H UK","171","","","","","","",""
"Healthcare-UK","131","10||131||323","","","UK","10","a0h0q000004KkJYAA0","","","UK|Healthcare-UK|East CBU - UK","0050q0000036HRvAAM","","","","East CBU - UK","323","","","","","","",""
"Healthcare-UK","131","10||131||415","","","UK","10","a0h0q000004KkJZAA0","","","UK|Healthcare-UK|Midwest ï¿½ UK","0050q0000036HRvAAM","","","","Midwest – UK","415","","","","","","",""
"T&H-UK","153","10||153||443","","","UK","10","a0h0q000004KkJaAAK","","","UK|T&H-UK|T&H UK","0050q0000036HRvAAM","","","","T&H UK","443","","","","","","",""
"T&H-UK","153","10||153||446","","","UK","10","a0h0q000004KkJbAAK","","","UK|T&H-UK|T&H US South West","0050q0000036HRvAAM","","","","T&H US South West","446","","","","","","",""
"BFS-UK","89","10||89||148","","","UK","10","a0h0q000004KkJcAAK","","","UK|BFS-UK|UBS - UK","0050q0000036HRvAAM","","","","UBS - UK","148","","","","","","",""
"BFS-UK","89","10||89||162","","","UK","10","a0h0q000004KkJdAAK","","","UK|BFS-UK|BFS-LBG","0050q0000036HRvAAM","","","","BFS-LBG","162","","","","","","",""
"BFS-UK","89","10||89||163","","","UK","10","a0h0q000004KkJeAAK","","","UK|BFS-UK|BFS OTHERS UK","0050q0000036HRvAAM","","","","BFS OTHERS UK","163","","","","","","",""
"BFS-UK","89","10||89||231","","","UK","10","a0h0q000004KkJfAAK","","","UK|BFS-UK|PMC - UK","0050q0000036HRvAAM","","","","PMC - UK","231","","","","","","",""
"BFS-UK","89","10||89||486","","","UK","10","a0h0q000004KkJgAAK","","","UK|BFS-UK|Retail Banking","0050q0000036HRvAAM","","","","Retail Banking","486","","","","","","",""
"BFS-UK","89","10||89||487","","","UK","10","a0h0q000004KkJhAAK","","","UK|BFS-UK|Capital Markets","0050q0000036HRvAAM","","","","Capital Markets","487","","","","","","",""
"BFS-UK","89","10||89||488","","","UK","10","a0h0q000004KkJiAAK","","","UK|BFS-UK|Cards & Payments","0050q0000036HRvAAM","","","","Cards & Payments","488","","","","","","",""
"BFS-UK","89","10||89||489","","","UK","10","a0h0q000004KkJjAAK","","","UK|BFS-UK|Government UK","0050q0000036HRvAAM","","","","Government UK","489","","","","","","",""
"BFS-UK","89","10||89||94","","","UK","10","a0h0q000004KkJkAAK","","","UK|BFS-UK|JPMC - UK","0050q0000036HRvAAM","","","","JPMC - UK","94","","","","","","",""
"Technology-UK","91","10||91||363","","","UK","10","a0h0q000004KkJlAAK","","","UK|Technology-UK|ISV UK","0050q0000036HRvAAM","","","","ISV UK","363","","","","","","",""
"Technology-UK","91","10||91||364","","","UK","10","a0h0q000004KkJmAAK","","","UK|Technology-UK|Online UK","0050q0000036HRvAAM","","","","Online UK","364","","","","","","",""
"Technology-UK","91","10||91||365","","","UK","10","a0h0q000004KkJnAAK","","","UK|Technology-UK|eOnline UK","0050q0000036HRvAAM","","","","eOnline UK","365","","","","","","",""
"Technology-UK","91","10||91||367","","","UK","10","a0h0q000004KkJoAAK","","","UK|Technology-UK|Hi-Tech UK","0050q0000036HRvAAM","","","","Hi-Tech UK","367","","","","","","",""
"Technology-UK","91","10||91||385","","","UK","10","a0h0q000004KkJpAAK","","","UK|Technology-UK|SIA-Apple","0050q0000036HRvAAM","","","","SIA-Apple","385","","","","","","",""
"Technology-UK","91","10||91||398","","","UK","10","a0h0q000004KkJqAAK","","","UK|Technology-UK|SIA Apple UK","0050q0000036HRvAAM","","","","SIA Apple UK","398","","","","","","",""
"Technology-UK","91","10||91||399","","","UK","10","a0h0q000004KkJrAAK","","","UK|Technology-UK|UK&I Comtech","0050q0000036HRvAAM","","","","UK&I Comtech","399","","","","","","",""
"Technology-UK","91","10||91||526","","","UK","10","a0h0q000004KkJsAAK","","","UK|Technology-UK|UK","0050q0000036HRvAAM","","","","UK","526","","","","","","",""
"Technology-UK","91","10||91||541","","","UK","10","a0h0q000004KkJtAAK","","","UK|Technology-UK|Pearson","0050q0000036HRvAAM","","","","Pearson","541","","","","","","",""
"Technology-UK","91","10||91||548","","","UK","10","a0h0q000004KkJuAAK","","","UK|Technology-UK|COMMUNICATIONS","0050q0000036HRvAAM","","","","COMMUNICATIONS","548","","","","","","",""
"Technology-UK","91","10||91||549","","","UK","10","a0h0q000004KkJvAAK","","","UK|Technology-UK|TECHNOLOGY-UK","0050q0000036HRvAAM","","","","TECHNOLOGY-UK","549","","","","","","",""
"Technology-UK","91","10||91||593","","","UK","10","a0h0q000004KkJwAAK","","","UK|Technology-UK|GOOGLE-UK","0050q0000036HRvAAM","","","","GOOGLE-UK","593","","","","","","",""
"Technology-UK","91","10||91||595","","","UK","10","a0h0q000004KkJxAAK","","","UK|Technology-UK|INFO SERVICES-UK","0050q0000036HRvAAM","","","","INFO SERVICES-UK","595","","","","","","",""
"Technology-UK","91","10||91||596","","","UK","10","a0h0q000004KkJyAAK","","","UK|Technology-UK|RE GROUP-UK","0050q0000036HRvAAM","","","","RE GROUP-UK","596","","","","","","",""
"Technology-UK","91","10||91||597","","","UK","10","a0h0q000004KkJzAAK","","","UK|Technology-UK|D&B-UK","0050q0000036HRvAAM","","","","D&B-UK","597","","","","","","",""
"Technology-UK","91","10||91||91","","","UK","10","a0h0q000004KkK0AAK","","","UK|Technology-UK|UK&I Comms","0050q0000036HRvAAM","","","","UK&I Comms","91","","","","","","",""
"Insurance-UK","93","10||93||224","","","UK","10","a0h0q000004KkK1AAK","","","UK|Insurance-UK|UK - LOCAL","0050q0000036HRvAAM","","","","UK - LOCAL","224","","","","","","",""
"Insurance-UK","93","10||93||225","","","UK","10","a0h0q000004KkK2AAK","","","UK|Insurance-UK|UK-GLOBAL","0050q0000036HRvAAM","","","","UK-GLOBAL","225","","","","","","",""
"Insurance-UK","93","10||93||233","","","UK","10","a0h0q000004KkK3AAK","","","UK|Insurance-UK|PIPC...-","0050q0000036HRvAAM","","","","PIPC...-","233","","","","","","",""
"Life Sciences-UK","95","10||95||125","","","UK","10","a0h0q000004KkK4AAK","","","UK|Life Sciences-UK|UK-SBU3-PHARMA-ASHEESH","0050q0000036HRvAAM","","","","UK-SBU3-PHARMA-ASHEESH","125","","","","","","",""
"Life Sciences-UK","95","10||95||166","","","UK","10","a0h0q000004KkK5AAK","","","UK|Life Sciences-UK|UK-SBU5-PHARMA-GAGAN","0050q0000036HRvAAM","","","","UK-SBU5-PHARMA-GAGAN","166","","","","","","",""
"Life Sciences-UK","95","10||95||283","","","UK","10","a0h0q000004KkK6AAK","","","UK|Life Sciences-UK|UK-SBU4-PHARMA-SRINI","0050q0000036HRvAAM","","","","UK-SBU4-PHARMA-SRINI","283","","","","","","",""
"Life Sciences-UK","95","10||95||370","","","UK","10","a0h0q000004KkK7AAK","","","UK|Life Sciences-UK|UK-SBU1-PHARMA-SRIRAMAN","0050q0000036HRvAAM","","","","UK-SBU1-PHARMA-SRIRAMAN","370","","","","","","",""
"Life Sciences-UK","95","10||95||371","","","UK","10","a0h0q000004KkK8AAK","","","UK|Life Sciences-UK|UK-SBU2-MED_DEV-SRIRAMAN","0050q0000036HRvAAM","","","","UK-SBU2-MED_DEV-SRIRAMAN","371","","","","","","",""
"Life Sciences-UK","95","10||95||372","","","UK","10","a0h0q000004KkK9AAK","","","UK|Life Sciences-UK|UK-SBU6-PHARMA-BARINDER","0050q0000036HRvAAM","","","","UK-SBU6-PHARMA-BARINDER","372","","","","","","",""
"Life Sciences-UK","95","10||95||375","","","UK","10","a0h0q000004KkKAAA0","","","UK|Life Sciences-UK|UK-SBU7-REST_UK","0050q0000036HRvAAM","","","","UK-SBU7-REST_UK","375","","","","","","",""
"MLEU-UK","99","10||99||174","","","UK","10","a0h0q000004KkKBAA0","","","UK|MLEU-UK|AUTO-UK","0050q0000036HRvAAM","","","","AUTO-UK","174","","","","","","",""
"MLEU-UK","99","10||99||236","","","UK","10","a0h0q000004KkKCAA0","","","UK|MLEU-UK|PIPC-....","0050q0000036HRvAAM","","","","PIPC-....","236","","","","","","",""
"MLEU-UK","99","10||99||317","","","UK","10","a0h0q000004KkKDAA0","","","UK|MLEU-UK|EU Utilities","0050q0000036HRvAAM","","","","EU Utilities","317","","","","","","",""
"Internal","115","INT||25||115||294","","","Internal","25","a0h0q000004KkKEAA0","Internal","INT","Internal|Internal|Internal|Internal","0050q0000036HRvAAM","","","","Internal","294","","","","","","",""
