BU_DESC__c,BU_ID__c,Code_Indexing__c,COUNTRY_ID__c,COUNTRY__c,GM_DESC__c,GM_ID__c,MARKET_DESC__c,MARKET_ID__c,Name,Product_Id__c,Product_Name__c,RHMS_Vertical_Id__c,SBU1_DESC__c,SBU1_ID__c,SBU2_DESC__c,SBU2_ID__c,STATE_ID__c,SUBVERTICAL_DESC__c,SUBVERTICAL_ID__c,VERTICAL_DESC__c,VERTICAL_ID__c
,,BRA||RR,BRA,Brazil,,,,,Roraima,,,,,,,,RR,,,,
,,NLD||RR,NLD,Netherlands,,,,,Rijssen,,,,,,,,RR,,,,
,,BIH||RS,BIH,Bosnia and Herzegovina,,,,,Republika Srpska,,,,,,,,RS,,,,
,,BRA||RS,BRA,Brazil,,,,,Rio Grande Do Sul,,,,,,,,RS,,,,
,,NLD||RS,NLD,Netherlands,,,,,Rijswijk (Z.H.),,,,,,,,RS,,,,
,,NLD||RT,NLD,Netherlands,,,,,Roden,,,,,,,,RT,,,,
,,THA||RT,THA,Thailand,,,,,Ratchaburi,,,,,,,,RT,,,,
,,BGR||RU,BGR,Bulgaria,,,,,Ruse,,,,,,,,RU,,,,
,,GBR||RU,GBR,United Kingdom,,,,,Rutland,,,,,,,,RU,,,,
,,NLD||RU,NLD,Netherlands,,,,,Roerdalen,,,,,,,,RU,,,,
,,KEN||RV,KEN,Kenya,,,,,Rift Valley,,,,,,,,RV,,,,
,,NLD||RV,NLD,Netherlands,,,,,Roermond,,,,,,,,RV,,,,
,,NLD||RW,NLD,Netherlands,,,,,Roggel En Neer,,,,,,,,RW,,,,
,,NLD||RX,NLD,Netherlands,,,,,Rolde,,,,,,,,RX,,,,
,,NLD||RY,NLD,Netherlands,,,,,Roosendaal En Nispen,,,,,,,,RY,,,,
,,RUS||RY,RUS,Russian Federation,,,,,Ryazan Region,,,,,,,,RY,,,,
,,THA||RY,THA,Thailand,,,,,Rayong,,,,,,,,RY,,,,
,,NLD||RZ,NLD,Netherlands,,,,,Rosmalen,,,,,,,,RZ,,,,
,,ARG||SA,ARG,Argentina,,,,,Salta,,,,,,,,SA,,,,
,,AUS||SA,AUS,Australia,,,,,South Australia,,,,,,,,SA,,,,
,,AUT||SA,AUT,Austria,,,,,Salzburg,,,,,,,,SA,,,,
,,BRB||SA,BRB,Barbados,,,,,Saint Michael,,,,,,,,SA,,,,
,,CHN||SA,CHN,China,,,,,Shandong,,,,,,,,SA,,,,
,,COL||SA,COL,Colombia,,,,,Santander,,,,,,,,SA,,,,
,,DEU||SA,DEU,Germany,,,,,Saxony,,,,,,,,SA,,,,
,,ESP||SA,ESP,Spain,,,,,Salamanca,,,,,,,,SA,,,,
,,FRA||SA,FRA,France,,,,,Sarthe,,,,,,,,SA,,,,
,,GBR||SA,GBR,United Kingdom,,,,,South Ayrshire,,,,,,,,SA,,,,
,,IDN||SA,IDN,Indonesia,,,,,Sumatera Utara,,,,,,,,SA,,,,
,,ITA||SA,ITA,Italy,,,,,Salerno,,,,,,,,SA,,,,
,,JPN||SA,JPN,Japan,,,,,Saga-Ken,,,,,,,,SA,,,,
,,LTU||SA,LTU,Lithuania,,,,,Siauliai,,,,,,,,SA,,,,
,,NLD||SA,NLD,Netherlands,,,,,Sas Van Gent,,,,,,,,SA,,,,
,,PER||SA,PER,Peru,,,,,Santa Anita,,,,,,,,SA,,,,
,,PHL||SA,PHL,Philippines,,,,,Sarangani,,,,,,,,SA,,,,
,,PRT||SA,PRT,Portugal,,,,,SantarÃ©m,,,,,,,,SA,,,,
,,RUS||SA,RUS,Russian Federation,,,,,Sakhalin Region,,,,,,,,SA,,,,
,,SAU||SA,SAU,Saudi Arabia,,,,,Jizan Province,,,,,,,,SA,,,,
,,THA||SA,THA,Thailand,,,,,Sa Kaeo,,,,,,,,SA,,,,
,,TUR||SA,TUR,Turkey,,,,,Sakarya,,,,,,,,SA,,,,
,,UZB||SA,UZB,Uzbekistan,,,,,Samarkand,,,,,,,,SA,,,,
,,CZE||SB,CZE,Czech Republic,,,,,Southern Bohemia,,,,,,,,SB,,,,
,,GBR||SB,GBR,United Kingdom,,,,,Strabane,,,,,,,,SB,,,,
,,IDN||SB,IDN,Indonesia,,,,,Sumatera Barat,,,,,,,,SB,,,,
,,MYS||SB,MYS,Malaysia,,,,,Sabah,,,,,,,,SB,,,,
,,NLD||SB,NLD,Netherlands,,,,,Sassenheim,,,,,,,,SB,,,,
,,ROU||SB,ROU,Romania,,,,,Sibiu,,,,,,,,SB,,,,
,,THA||SB,THA,Thailand,,,,,Sing Buri,,,,,,,,SB,,,,
,,VNM||SB,VNM,Viet Nam,,,,,Song Be,,,,,,,,SB,,,,
,,ARG||SC,ARG,Argentina,,,,,Santa Cruz,,,,,,,,SC,,,,
,,BGR||SC,BGR,Bulgaria,,,,,Sofia City,,,,,,,,SC,,,,
,,BOL||SC,BOL,Bolivia,,,,,Santa Cruz,,,,,,,,SC,,,,
,,BRA||SC,BRA,Brazil,,,,,Santa Catarina,,,,,,,,SC,,,,
,,GBR||SC,GBR,United Kingdom,,,,,Scotland,,,,,,,,SC,,,,
,,ITA||SC,ITA,Italy,,,,,Sicily,,,,,,,,SC,,,,
,,JEY||SC,JEY,Jersey,,,,,St Clement,,,,,,,,SC,,,,
,,KOR||SC,KOR,"Korea, Republic of",,,,,South Cholla,,,,,,,,SC,,,,
,,NLD||SC,NLD,Netherlands,,,,,Schagen,,,,,,,,SC,,,,
,,USA||SC,USA,United States,,,,,South Carolina,,,,,,,,SC,,,,
,,FRA||SD,FRA,France,,,,,Seine St Denis,,,,,,,,SD,,,,
,,HRV||SD,HRV,Croatia,,,,,Splitsko-dalmatinska,,,,,,,,SD,,,,
,,ITA||SD,ITA,Italy,,,,,Sardegna,,,,,,,,SD,,,,
,,NLD||SD,NLD,Netherlands,,,,,Scheemda,,,,,,,,SD,,,,
,,PAK||SD,PAK,Pakistan,,,,,Sindh,,,,,,,,SD,,,,
,,SWE||SD,SWE,Sweden,,,,,Sodermanland,,,,,,,,SD,,,,
,,USA||SD,USA,United States,,,,,South Dakota,,,,,,,,SD,,,,
,,ARG||SE,ARG,Argentina,,,,,Santiago del Estero,,,,,,,,SE,,,,
,,BRA||SE,BRA,Brazil,,,,,Sergipe,,,,,,,,SE,,,,
,,ESP||SE,ESP,Spain,,,,,Segovia,,,,,,,,SE,,,,
,,FRA||SE,FRA,France,,,,,Seine Maritime,,,,,,,,SE,,,,
,,GBR||SE,GBR,United Kingdom,,,,,Surrey,,,,,,,,SE,,,,
,,HTI||SE,HTI,Haiti,,,,,South-East,,,,,,,,SE,,,,
,,IDN||SE,IDN,Indonesia,,,,,Sumatera Selatan,,,,,,,,SE,,,,
,,KAZ||SE,KAZ,Kazakhstan,,,,,North Kazakstan,,,,,,,,SE,,,,
,,KOR||SE,KOR,"Korea, Republic of",,,,,Seoul,,,,,,,,SE,,,,
,,NLD||SE,NLD,Netherlands,,,,,Schermer,,,,,,,,SE,,,,
,,PRT||SE,PRT,Portugal,,,,,SetÃºbal,,,,,,,,SE,,,,
,,ARG||SF,ARG,Argentina,,,,,Santa Fe,,,,,,,,SF,,,,
,,FIN||SF,FIN,Finland,,,,,Southern Finland,,,,,,,,SF,,,,
,,GBR||SF,GBR,United Kingdom,,,,,Suffolk,,,,,,,,SF,,,,
,,NLD||SF,NLD,Netherlands,,,,,Scherpenzeel,,,,,,,,SF,,,,
,,NOR||SF,NOR,Norway,,,,,Sogn og Fjordane,,,,,,,,SF,,,,
,,THA||SF,THA,Thailand,,,,,Samut Songkhram,,,,,,,,SF,,,,
,,USA||SF,USA,United States,,,,,San Francisco,,,,,,,,SF,,,,
,,BGR||SG,BGR,Bulgaria,,,,,Sofia-Grad,,,,,,,,SG,,,,
,,CHE||SG,CHE,Switzerland,,,,,St. Gall,,,,,,,,SG,,,,
,,GBR||SG,GBR,United Kingdom,,,,,South Glamorgan,,,,,,,,SG,,,,
,,NLD||SG,NLD,Netherlands,,,,,Schiedam,,,,,,,,SG,,,,
,,SGP||SG,SGP,Singapore,,,,,Singapore,,,,,,,,SG,,,,
,,THA||SG,THA,Thailand,,,,,Songkhla,,,,,,,,SG,,,,
,,ALB||SH,ALB,Albania,,,,,ShkodÃ«r,,,,,,,,SH,,,,
,,ARE||SH,ARE,United Arab Emirates,,,,,Sharjah,,,,,,,,SH,,,,
,,BGR||SH,BGR,Bulgaria,,,,,Shumen,,,,,,,,SH,,,,
,,CHE||SH,CHE,Switzerland,,,,,Schaffhausen,,,,,,,,SH,,,,
,,CHN||SH,CHN,China,,,,,Shanghai,,,,,,,,SH,,,,
,,DEU||SH,DEU,Germany,,,,,Schleswig Holstein,,,,,,,,SH,,,,
,,EGY||SH,EGY,Egypt,,,,,Ash Sharqiyah,,,,,,,,SH,,,,
,,GBR||SH,GBR,United Kingdom,,,,,Shetland Is,,,,,,,,SH,,,,
,,JEY||SH,JEY,Jersey,,,,,St Helier,,,,,,,,SH,,,,
,,JPN||SH,JPN,Japan,,,,,Shiga-Ken,,,,,,,,SH,,,,
,,KOR||SH,KOR,"Korea, Republic of",,,,,South Chungchong,,,,,,,,SH,,,,
,,NLD||SH,NLD,Netherlands,,,,,Schiermonnikoog,,,,,,,,SH,,,,
,,PHL||SH,PHL,Philippines,,,,,Southern Leyte,,,,,,,,SH,,,,
,,THA||SH,THA,Thailand,,,,,Surat Thani,,,,,,,,SH,,,,
,,CHN||SI,CHN,China,,,,,Sichuan,,,,,,,,SI,,,,
,,GBR||SI,GBR,United Kingdom,,,,,Stirling,,,,,,,,SI,,,,
,,ITA||SI,ITA,Italy,,,,,Siena,,,,,,,,SI,,,,
,,JPN||SI,JPN,Japan,,,,,Saitama-Ken,,,,,,,,SI,,,,
,,MEX||SI,MEX,Mexico,,,,,Sinaloa,,,,,,,,SI,,,,
,,NLD||SI,NLD,Netherlands,,,,,Schijndel,,,,,,,,SI,,,,
,,PHL||SI,PHL,Philippines,,,,,Siquijor,,,,,,,,SI,,,,
,,POL||SI,POL,Poland,,,,,Slaskie,,,,,,,,SI,,,,
,,SVN||SI,SVN,Slovenia,,,,,Slovenia,,,,,,,,SI,,,,
,,THA||SI,THA,Thailand,,,,,Surin,,,,,,,,SI,,,,
,,TUR||SI,TUR,Turkey,,,,,Siirt,,,,,,,,SI,,,,
,,UZB||SI,UZB,Uzbekistan,,,,,Syrdarya,,,,,,,,SI,,,,
,,ARG||SJ,ARG,Argentina,,,,,San Juan,,,,,,,,SJ,,,,
,,CRI||SJ,CRI,Costa Rica,,,,,San JosÃ©,,,,,,,,SJ,,,,
,,DNK||SJ,DNK,Denmark,,,,,SjÃ¦lland,,,,,,,,SJ,,,,
,,JEY||SJ,JEY,Jersey,,,,,St John,,,,,,,,SJ,,,,
,,NLD||SJ,NLD,Netherlands,,,,,Schinnen,,,,,,,,SJ,,,,
,,PRI||SJ,PRI,Puerto Rico,,,,,San Juan,,,,,,,,SJ,,,,
,,ROU||SJ,ROU,Romania,,,,,Salaj,,,,,,,,SJ,,,,
,,CAN||SK,CAN,Canada,,,,,Saskatchewan,,,,,,,,SK,,,,
,,DZA||SK,DZA,Algeria,,,,,Skikda,,,,,,,,SK,,,,
,,IND||SK,IND,India,,,,,Sikkim,,,,,,,,SK,,,,
,,KOR||SK,KOR,"Korea, Republic of",,,,,South Kyongsang,,,,,,,,SK,,,,
,,NLD||SK,NLD,Netherlands,,,,,Schipluiden,,,,,,,,SK,,,,
,,SWE||SK,SWE,Sweden,,,,,SkÃ¥ne,,,,,,,,SK,,,,
,,THA||SK,THA,Thailand,,,,,Si Sa Ket,,,,,,,,SK,,,,
,,ARG||SL,ARG,Argentina,,,,,San Luis,,,,,,,,SL,,,,
,,DEU||SL,DEU,Germany,,,,,Saarland,,,,,,,,SL,,,,
,,FRA||SL,FRA,France,,,,,Saone et Loire,,,,,,,,SL,,,,
,,GBR||SL,GBR,United Kingdom,,,,,South Lanarkshire,,,,,,,,SL,,,,
,,IDN||SL,IDN,Indonesia,,,,,Sulawesi Utara,,,,,,,,SL,,,,
,,IRL||SL,IRL,Ireland,,,,,Sligo,,,,,,,,SL,,,,
,,JEY||SL,JEY,Jersey,,,,,St Lawrence,,,,,,,,SL,,,,
,,MEX||SL,MEX,Mexico,,,,,San Luis Potos,,,,,,,,SL,,,,
,,MYS||SL,MYS,Malaysia,,,,,Selangor,,,,,,,,SL,,,,
,,NLD||SL,NLD,Netherlands,,,,,Schoonebeek,,,,,,,,SL,,,,
,,NZL||SL,NZL,New Zealand,,,,,Southland,,,,,,,,SL,,,,
,,PHL||SL,PHL,Philippines,,,,,Sultan Kudarat,,,,,,,,SL,,,,
,,RUS||SL,RUS,Russian Federation,,,,,Smolensk Region,,,,,,,,SL,,,,
,,VNM||SL,VNM,Viet Nam,,,,,Son La,,,,,,,,SL,,,,
,,CHL||SM,CHL,Chile,,,,,Santiago Metropolitan Region,,,,,,,,SM,,,,
,,FRA||SM,FRA,France,,,,,Seine et Marne,,,,,,,,SM,,,,
,,IDN||SM,IDN,Indonesia,,,,,Sumatra,,,,,,,,SM,,,,
,,JEY||SM,JEY,Jersey,,,,,St Martin,,,,,,,,SM,,,,
,,JPN||SM,JPN,Japan,,,,,Shimane-Ken,,,,,,,,SM,,,,
,,NLD||SM,NLD,Netherlands,,,,,Schoonhoven,,,,,,,,SM,,,,
,,PER||SM,PER,Peru,,,,,San MartÃ­n,,,,,,,,SM,,,,
,,PHL||SM,PHL,Philippines,,,,,Southern Mindanao,,,,,,,,SM,,,,
,,ROU||SM,ROU,Romania,,,,,Satu Mare,,,,,,,,SM,,,,
,,RUS||SM,RUS,Russian Federation,,,,,Samara Region,,,,,,,,SM,,,,
,,THA||SM,THA,Thailand,,,,,Samut Prakan,,,,,,,,SM,,,,
,,TUR||SM,TUR,Turkey,,,,,Samsun,,,,,,,,SM,,,,
,,CHN||SN,CHN,China,,,,,Shanxi,,,,,,,,SN,,,,
,,DEU||SN,DEU,Germany,,,,,Sachsen,,,,,,,,SN,,,,
,,NLD||SN,NLD,Netherlands,,,,,Schoorl,,,,,,,,SN,,,,
,,THA||SN,THA,Thailand,,,,,Sakon Nakhon,,,,,,,,SN,,,,
,,TUR||SN,TUR,Turkey,,,,,Sinop,,,,,,,,SN,,,,
,,YEM||SN,YEM,Yemen,,,,,Sanaa,,,,,,,,SN,,,,
,,BGR||SO,BGR,Bulgaria,,,,,Sofia,,,,,,,,SO,,,,
,,CHE||SO,CHE,Switzerland,,,,,Solothurn,,,,,,,,SO,,,,
,,ESP||SO,ESP,Spain,,,,,Soria,,,,,,,,SO,,,,
,,FRA||SO,FRA,France,,,,,Somme,,,,,,,,SO,,,,
,,GBR||SO,GBR,United Kingdom,,,,,Somerset,,,,,,,,SO,,,,
,,ISR||SO,ISR,Israel,,,,,Southern,,,,,,,,SO,,,,
,,ITA||SO,ITA,Italy,,,,,Sondrio,,,,,,,,SO,,,,
,,MEX||SO,MEX,Mexico,,,,,Sonora,,,,,,,,SO,,,,
,,NGA||SO,NGA,Nigeria,,,,,Sokoto,,,,,,,,SO,,,,
,,NLD||SO,NLD,Netherlands,,,,,Sevenum,,,,,,,,SO,,,,
,,NOR||SO,NOR,Norway,,,,,SÃ¸r-TrÃ¸ndelag,,,,,,,,SO,,,,
,,PHL||SO,PHL,Philippines,,,,,Sorsogon,,,,,,,,SO,,,,
,,BRA||SP,BRA,Brazil,,,,,Sao Paulo,,,,,,,,SP,,,,
,,FRA||SP,FRA,France,,,,,Saint Pierre et Miquelon,,,,,,,,SP,,,,
,,GBR||SP,GBR,United Kingdom,,,,,Shropshire,,,,,,,,SP,,,,
,,ITA||SP,ITA,Italy,,,,,La Spezia,,,,,,,,SP,,,,
,,JEY||SP,JEY,Jersey,,,,,St Peter,,,,,,,,SP,,,,
,,LKA||SP,LKA,Sri Lanka,,,,,Southern Province,,,,,,,,SP,,,,
,,NLD||SP,NLD,Netherlands,,,,,s-Graveland,,,,,,,,SP,,,,
,,RUS||SP,RUS,Russian Federation,,,,,Saint-Petersburg,,,,,,,,SP,,,,
,,THA||SP,THA,Thailand,,,,,Suphan Buri,,,,,,,,SP,,,,
,,JEY||SQ,JEY,Jersey,,,,,St Quen,,,,,,,,SQ,,,,
,,NLD||SQ,NLD,Netherlands,,,,,s-Gravendeel,,,,,,,,SQ,,,,
,,GBR||SR,GBR,United Kingdom,,,,,Strathclyde Region,,,,,,,,SR,,,,
,,ITA||SR,ITA,Italy,,,,,Siracusa,,,,,,,,SR,,,,
,,MYS||SR,MYS,Malaysia,,,,,Sarawak,,,,,,,,SR,,,,
,,NLD||SR,NLD,Netherlands,,,,,s-Gravenhage,,,,,,,,SR,,,,
,,PHL||SR,PHL,Philippines,,,,,Surigao del Norte,,,,,,,,SR,,,,
,,RUS||SR,RUS,Russian Federation,,,,,Saratov Region,,,,,,,,SR,,,,
,,THA||SR,THA,Thailand,,,,,Saraburi,,,,,,,,SR,,,,
,,IDN||SS,IDN,Indonesia,,,,,Sulawesi Selatan,,,,,,,,SS,,,,
,,ITA||SS,ITA,Italy,,,,,Sassari,,,,,,,,SS,,,,
,,JEY||SS,JEY,Jersey,,,,,St Saviour,,,,,,,,SS,,,,
,,NLD||SS,NLD,Netherlands,,,,,s-Gravenmoer,,,,,,,,SS,,,,
,,PHL||SS,PHL,Philippines,,,,,Sulu,,,,,,,,SS,,,,
,,SLV||SS,SLV,El Salvador,,,,,San Salvador,,,,,,,,SS,,,,
,,THA||SS,THA,Thailand,,,,,Samut Sakhon,,,,,,,,SS,,,,
,,TUR||SS,TUR,Turkey,,,,,Sivas,,,,,,,,SS,,,,
,,AUT||ST,AUT,Austria,,,,,Styria,,,,,,,,ST,,,,
,,BGR||ST,BGR,Bulgaria,,,,,Stara Zagora,,,,,,,,ST,,,,
,,DEU||ST,DEU,Germany,,,,,Sachsen Anhalt,,,,,,,,ST,,,,
,,DOM||ST,DOM,Dominican Republic,,,,,Santiago,,,,,,,,ST,,,,
,,ESP||ST,ESP,Spain,,,,,Sta.Cruz de Tenerife,,,,,,,,ST,,,,
,,GBR||ST,GBR,United Kingdom,,,,,Staffordshire,,,,,,,,ST,,,,
,,IDN||ST,IDN,Indonesia,,,,,Sulawesi Tengah,,,,,,,,ST,,,,
,,JEY||ST,JEY,Jersey,,,,,St Brelade,,,,,,,,ST,,,,
,,KOR||ST,KOR,"Korea, Republic of",,,,,Soul-tukpyolsi (Special City),,,,,,,,ST,,,,
,,NLD||ST,NLD,Netherlands,,,,,s-Gravenzande,,,,,,,,ST,,,,
,,PHL||ST,PHL,Philippines,,,,,Southern Tagalog,,,,,,,,ST,,,,
,,RUS||ST,RUS,Russian Federation,,,,,Stravropol Territory,,,,,,,,ST,,,,
,,THA||ST,THA,Thailand,,,,,Satun,,,,,,,,ST,,,,
,,VNM||ST,VNM,Viet Nam,,,,,Soc Trang,,,,,,,,ST,,,,
,,HTI||SU,HTI,Haiti,,,,,South,,,,,,,,SU,,,,
,,IDN||SU,IDN,Indonesia,,,,,Sulawesi Tenggara,,,,,,,,SU,,,,
,,MAR||SU,MAR,Morocco,,,,,South,,,,,,,,SU,,,,
,,NLD||SU,NLD,Netherlands,,,,,s-Hertogenbosch,,,,,,,,SU,,,,
,,PHL||SU,PHL,Philippines,,,,,South Cotabato,,,,,,,,SU,,,,
,,THA||SU,THA,Thailand,,,,,Sukhothai,,,,,,,,SU,,,,
,,UKR||SU,UKR,Ukraine,,,,,Sumska,,,,,,,,SU,,,,
,,VEN||SU,VEN,Venezuela,,,,,Sucre,,,,,,,,SU,,,,
,,ESP||SV,ESP,Spain,,,,,Sevilla,,,,,,,,SV,,,,
,,FRA||SV,FRA,France,,,,,Savoie,,,,,,,,SV,,,,
,,ITA||SV,ITA,Italy,,,,,Savona,,,,,,,,SV,,,,
,,NLD||SV,NLD,Netherlands,,,,,Simpelveld,,,,,,,,SV,,,,
,,ROU||SV,ROU,Romania,,,,,Suceava,,,,,,,,SV,,,,
,,RUS||SV,RUS,Russian Federation,,,,,Sverdlovsk Region,,,,,,,,SV,,,,
,,NLD||SW,NLD,Netherlands,,,,,Sint Anthonis,,,,,,,,SW,,,,
,,CHN||SX,CHN,China,,,,,Shaanxi,,,,,,,,SX,,,,
,,DEU||SX,DEU,Germany,,,,,Saxony-Anhalt,,,,,,,,SX,,,,
,,NLD||SX,NLD,Netherlands,,,,,Sint Michielsgestel,,,,,,,,SX,,,,
,,BGD||SY,BGD,Bangladesh,,,,,Sylhet,,,,,,,,SY,,,,
,,DNK||SY,DNK,Denmark,,,,,Syddanmark,,,,,,,,SY,,,,
,,GBR||SY,GBR,United Kingdom,,,,,South Yorkshire,,,,,,,,SY,,,,
,,JEY||SY,JEY,Jersey,,,,,St Mary,,,,,,,,SY,,,,
,,NLD||SY,NLD,Netherlands,,,,,Sint Oedenrode,,,,,,,,SY,,,,
,,CHE||SZ,CHE,Switzerland,,,,,Schwyz,,,,,,,,SZ,,,,
,,JPN||SZ,JPN,Japan,,,,,Shizuoka-Ken,,,,,,,,SZ,,,,
,,NLD||SZ,NLD,Netherlands,,,,,Sint Philipsland,,,,,,,,SZ,,,,
,,AUS||TA,AUS,Australia,,,,,Tasmania,,,,,,,,TA,,,,
,,BOL||TA,BOL,Bolivia,,,,,Tarija,,,,,,,,TA,,,,
,,CHL||TA,CHL,Chile,,,,,Tarapaca,,,,,,,,TA,,,,
,,CHN||TA,CHN,China,,,,,Taiwan,,,,,,,,TA,,,,
,,ESP||TA,ESP,Spain,,,,,Tarragona,,,,,,,,TA,,,,
,,EST||TA,EST,Estonia,,,,,Tartu,,,,,,,,TA,,,,
,,FRA||TA,FRA,France,,,,,Tarn,,,,,,,,TA,,,,
,,GBR||TA,GBR,United Kingdom,,,,,Tayside Region,,,,,,,,TA,,,,
,,ISR||TA,ISR,Israel,,,,,Tel Aviv,,,,,,,,TA,,,,
,,ITA||TA,ITA,Italy,,,,,Taranto,,,,,,,,TA,,,,
,,KOR||TA,KOR,"Korea, Republic of",,,,,Taegu,,,,,,,,TA,,,,
,,MEX||TA,MEX,Mexico,,,,,Tabasco,,,,,,,,TA,,,,
,,NGA||TA,NGA,Nigeria,,,,,Taraba,,,,,,,,TA,,,,
,,NLD||TA,NLD,Netherlands,,,,,Tegelen,,,,,,,,TA,,,,
,,NZL||TA,NZL,New Zealand,,,,,Taranaki,,,,,,,,TA,,,,
,,PER||TA,PER,Peru,,,,,Tacna,,,,,,,,TA,,,,
,,PHL||TA,PHL,Philippines,,,,,Tarlac,,,,,,,,TA,,,,
,,RUS||TA,RUS,Russian Federation,,,,,Republic of Tatarstan,,,,,,,,TA,,,,
,,SVK||TA,SVK,Slovakia,,,,,Trnava region,,,,,,,,TA,,,,
,,THA||TA,THA,Thailand,,,,,Tak,,,,,,,,TA,,,,
,,TWN||TA,TWN,Taiwan,,,,,Tao-yuan,,,,,,,,TA,,,,
,,VEN||TA,VEN,Venezuela,,,,,Tachira,,,,,,,,TA,,,,
,,CHN||TB,CHN,China,,,,,Tibet,,,,,,,,TB,,,,
,,FRA||TB,FRA,France,,,,,Territoire de Belfort,,,,,,,,TB,,,,
,,NLD||TB,NLD,Netherlands,,,,,Ten Boer,,,,,,,,TB,,,,
,,VNM||TB,VNM,Viet Nam,,,,,Thai Binh,,,,,,,,TB,,,,
,,ITA||TC,ITA,Italy,,,,,Toscana,,,,,,,,TC,,,,
,,NLD||TC,NLD,Netherlands,,,,,Ter Aar,,,,,,,,TC,,,,
,,SVK||TC,SVK,Slovakia,,,,,Trencin region,,,,,,,,TC,,,,
,,NLD||TD,NLD,Netherlands,,,,,Terheijden,,,,,,,,TD,,,,
,,CHE||TE,CHE,Switzerland,,,,,Tessin,,,,,,,,TE,,,,
,,ESP||TE,ESP,Spain,,,,,Teruel,,,,,,,,TE,,,,
,,IRN||TE,IRN,Iran (Islamic Republic Of),,,,,Tehran,,,,,,,,TE,,,,
,,ITA||TE,ITA,Italy,,,,,Teramo,,,,,,,,TE,,,,
,,KOR||TE,KOR,"Korea, Republic of",,,,,Taegu-jikhalsi (Special City),,,,,,,,TE,,,,
,,NLD||TE,NLD,Netherlands,,,,,Terneuzen,,,,,,,,TE,,,,
,,NOR||TE,NOR,Norway,,,,,Telemark,,,,,,,,TE,,,,
,,TUR||TE,TUR,Turkey,,,,,Tekirdag,,,,,,,,TE,,,,
,,UKR||TE,UKR,Ukraine,,,,,Ternopiska,,,,,,,,TE,,,,
,,ARG||TF,ARG,Argentina,,,,,Tierra del Fuego,,,,,,,,TF,,,,
,,NLD||TF,NLD,Netherlands,,,,,Terschelling,,,,,,,,TF,,,,
,,CHE||TG,CHE,Switzerland,,,,,Thurgovia,,,,,,,,TG,,,,
,,FRA||TG,FRA,France,,,,,Tarn et Garonne,,,,,,,,TG,,,,
,,NLD||TG,NLD,Netherlands,,,,,Teteringen,,,,,,,,TG,,,,
,,VNM||TG,VNM,Viet Nam,,,,,Tien Giang,,,,,,,,TG,,,,
,,DEU||TH,DEU,Germany,,,,,Thuringen,,,,,,,,TH,,,,
,,GRC||TH,GRC,Greece,,,,,Thessaly,,,,,,,,TH,,,,
,,NLD||TH,NLD,Netherlands,,,,,Texel,,,,,,,,TH,,,,
,,VNM||TH,VNM,Viet Nam,,,,,Thanh Hoa,,,,,,,,TH,,,,
,,ALB||TI,ALB,Albania,,,,,TiranÃ«,,,,,,,,TI,,,,
,,AUT||TI,AUT,Austria,,,,,Tirol,,,,,,,,TI,,,,
,,CHE||TI,CHE,Switzerland,,,,,Ticino,,,,,,,,TI,,,,
,,CHN||12,CHN,China,,,,,Tianjin,,,,,,,,12,,,,
,,NLD||TI,NLD,Netherlands,,,,,Tholen,,,,,,,,TI,,,,
,,KOR||TJ,KOR,"Korea, Republic of",,,,,Taejon,,,,,,,,TJ,,,,
,,NLD||TJ,NLD,Netherlands,,,,,Thorn,,,,,,,,TJ,,,,
,,JPN||TK,JPN,Japan,,,,,Tokyo-To,,,,,,,,TK,,,,
,,NLD||TK,NLD,Netherlands,,,,,Tiel,,,,,,,,TK,,,,
,,MEX||TL,MEX,Mexico,,,,,Tlaxcala,,,,,,,,TL,,,,
,,NLD||TL,NLD,Netherlands,,,,,Tilburg,,,,,,,,TL,,,,
,,MEX||TM,MEX,Mexico,,,,,Tamaulipas,,,,,,,,TM,,,,
,,NLD||TM,NLD,Netherlands,,,,,Tubbergen,,,,,,,,TM,,,,
,,ROU||TM,ROU,Romania,,,,,Timis,,,,,,,,TM,,,,
,,IND||TN,IND,India,,,,,Tamil Nadu,,,,,,,,TN,,,,
,,ITA||TN,ITA,Italy,,,,,Trento,,,,,,,,TN,,,,
,,NLD||TN,NLD,Netherlands,,,,,Tytsjerksteradiel,,,,,,,,TN,,,,
,,SVK||TN,SVK,Slovakia,,,,,Trnavsky kraj,,,,,,,,TN,,,,
,,TUN||TN,TUN,Tunisia,,,,,Tunisia,,,,,,,,TN,,,,
,,TWN||TN,TWN,Taiwan,,,,,Tai-nan,,,,,,,,TN,,,,
,,USA||TN,USA,United States,,,,,Tennessee,,,,,,,,TN,,,,
,,VNM||TN,VNM,Viet Nam,,,,,Tay Ninh,,,,,,,,TN,,,,
,,BRA||TO,BRA,Brazil,,,,,Tocantins,,,,,,,,TO,,,,
,,ESP||TO,ESP,Spain,,,,,Toledo,,,,,,,,TO,,,,
,,FRO||TO,FRO,Faroe Islands,,,,,Torshvan,,,,,,,,TO,,,,
,,ITA||TO,ITA,Italy,,,,,Torino,,,,,,,,TO,,,,
,,JPN||TO,JPN,Japan,,,,,Tochigi-Ken,,,,,,,,TO,,,,
,,KOR||TO,KOR,"Korea, Republic of",,,,,Taejon-jikhalsi,,,,,,,,TO,,,,
,,MNG||TO,MNG,Mongolia,,,,,TÃ¶v,,,,,,,,TO,,,,
